iter_000000_pres_20  iter_000000_pres_40  iter_000000_pres_80  iter_000000_pres_100 iter_000000_pres_120 iter_000000_pres_130
6.053218e-02         5.137812e-02         5.849092e-02         5.781466e-02         6.053218e-02         5.641718e-02        
1.066715e+00         1.199220e-01         1.158705e-01         9.579091e-02         1.062798e-01         9.211249e-02        
2.763909e+00         1.458838e-01         1.087084e-01         1.103621e-01         9.872714e-02         1.068670e-01        
3.376570e+00         1.546094e-01         1.316037e-01         1.118571e-01         9.815247e-02         9.232245e-02        
3.580877e+00         1.910969e-01         1.192680e-01         1.226686e-01         1.103080e-01         1.025977e-01        
2.834684e+00         2.133856e-01         1.183629e-01         1.200562e-01         1.156220e-01         1.212984e-01        
2.587147e+00         2.250856e-01         1.387127e-01         1.155814e-01         1.143184e-01         1.375567e-01        
2.675029e+00         2.107659e-01         1.187822e-01         1.133732e-01         1.213507e-01         1.196471e-01        
3.449129e+00         2.211613e-01         1.600130e-01         1.362299e-01         1.727240e-01         1.090457e-01        
4.004960e+00         1.691448e-01         1.217051e-01         1.130494e-01         1.084820e-01         1.252083e-01        
4.191309e+00         2.197465e-01         1.300177e-01         1.077103e-01         1.367479e-01         1.146468e-01        
3.683651e+00         1.998017e-01         1.342011e-01         1.079258e-01         1.176350e-01         1.114862e-01        
4.415730e+00         2.066979e-01         1.400684e-01         1.168394e-01         1.233239e-01         1.200835e-01        
4.500075e+00         2.024714e-01         1.312857e-01         1.110975e-01         1.230174e-01         1.051302e-01        
4.541430e+00         1.991268e-01         1.408110e-01         1.169136e-01         1.299744e-01         1.302125e-01        
4.133164e+00         1.939006e-01         1.555355e-01         1.471790e-01         1.135335e-01         1.574001e-01        
4.266284e+00         1.821561e-01         1.324558e-01         1.173087e-01         1.070048e-01         1.027752e-01        
8.052092e+00         2.078109e-01         1.581570e-01         1.100070e-01         1.430289e-01         1.099164e-01        
1.205987e+01         1.605826e-01         1.503547e-01         1.133377e-01         1.039444e-01         1.258206e-01        
3.873370e+00         1.980954e-01         1.267959e-01         1.236099e-01         1.275580e-01         1.219815e-01        
3.142032e+00         2.041722e-01         1.293655e-01         1.155124e-01         1.799233e-01         1.149586e-01        
4.887247e+00         1.877818e-01         1.323628e-01         1.108974e-01         1.597304e-01         1.094198e-01        
4.166696e+00         2.215216e-01         1.351063e-01         1.010166e-01         1.171124e-01         1.056784e-01        
5.766231e+00         2.015893e-01         1.266255e-01         1.082286e-01         1.172948e-01         1.230244e-01        
5.551759e+00         1.909748e-01         1.490773e-01         1.239116e-01         1.205645e-01         1.042818e-01        
4.590018e+00         2.126209e-01         1.425726e-01         1.221445e-01         1.226418e-01         1.005237e-01        
3.320658e+00         2.237443e-01         1.206215e-01         1.137288e-01         1.201758e-01         1.094010e-01        
